"id_pub";"COD_PROV";"NOMBRE_ACTUAL";"POBLACION";"SUPERFICIE";"PERIMETRO";"COD_INE_CAPITAL";"CAPITAL";"POBLACION_CAPITAL";"LONGITUD_ETRS89";"LATITUD_ETRS89";"ALTITUD"
2051;"14";"Aguilar de la Frontera";13398;16605.0;116862;"14002000101";"Aguilar de la Frontera";13199;"-4,66061547";"37,52004219";379
2052;"14";"Alcaracejos";1481;17587.0;85728;"14003000101";"Alcaracejos";1408;"-4,96709118";"38,38656136";609
2053;"14";"Almedinilla";2352;5551.0;37306;"14004000101";"Almedinilla";1495;"-4,09001992";"37,43947257";620
2054;"14";"Almodóvar del Río";8036;17252.0;78288;"14005000101";"Almodóvar del Río";5630;"-5,02076595";"37,80943577";119
2055;"14";"Añora";1526;11224.0;90620;"14006000101";"Añora";1506;"-4,89754391";"38,41255111";624
2056;"14";"Baena";18885;36240.0;108269;"14007000301";"Baena";17123;"-4,32895878";"37,61318847";459
2057;"14";"Belalcázar";3207;35600.0;116200;"14008000101";"Belalcázar";3098;"-5,16635159";"38,57840844";488
2058;"14";"Belmez";2905;20738.0;73263;"14009000101";"Belmez";2713;"-5,20945663";"38,2732496";533
2059;"14";"Benamejí";4982;5335.0;37355;"14010000101";"Benamejí";4788;"-4,53987316";"37,26716339";454
2060;"14";"Los Blázquez";659;10243.0;46310;"14011000101";"Los Blázquez";656;"-5,43808665";"38,406797";595
2061;"14";"Bujalance";7316;12481.0;68506;"14012000101";"Bujalance";7221;"-4,38339381";"37,89649386";346
2062;"14";"Cabra";20245;22907.0;67890;"14013000501";"Cabra";18752;"-4,44656669";"37,47101586";447
2063;"14";"Cañete de las Torres";2888;10352.0;64580;"14014000101";"Cañete de las Torres";2880;"-4,31772885";"37,86729904";319
2064;"14";"Carcabuey";2374;7982.0;37854;"14015000301";"Carcabuey";2189;"-4,27306704";"37,44453021";634
2065;"14";"Cardeña";1473;51342.0;135151;"14016000201";"Cardeña";1050;"-4,32426689";"38,27037293";746
2066;"14";"La Carlota";14228;7925.0;56926;"14017000401";"La Carlota";7849;"-4,93225379";"37,67519215";212
2067;"14";"El Carpio";4382;4668.0;36129;"14018000101";"El Carpio";3930;"-4,49948242";"37,94050285";182
2068;"14";"Castro del Río";7740;21973.0;92052;"14019000301";"Castro del Río";7284;"-4,48168693";"37,69040121";236
2069;"14";"Conquista";372;3854.0;26921;"14020000101";"Conquista";371;"-4,50055371";"38,40958084";596
2070;"14";"Córdoba";322071;125462.0;233063;"14021000901";"Córdoba";289296;"-4,78032455";"37,87954225";106
2071;"14";"Doña Mencía";4603;1530.0;18033;"14022000101";"Doña Mencía";4603;"-4,3594167";"37,55542058";585
2072;"14";"Dos Torres";2399;12916.0;103966;"14023000101";"Dos Torres";2380;"-4,89495696";"38,44549239";587
2073;"14";"Encinas Reales";2256;3335.0;38324;"14024000101";"Encinas Reales";2130;"-4,48724904";"37,27334279";441
2074;"14";"Espejo";3272;5648.0;40345;"14025000101";"Espejo";3272;"-4,55377679";"37,68083913";424
2075;"14";"Espiel";2424;43727.0;163681;"14026000301";"Espiel";2105;"-5,01731472";"38,18906775";556
2076;"14";"Fernán-Núñez";9667;3048.0;27285;"14027000101";"Fernán-Núñez";9114;"-4,71932943";"37,66833878";336
2077;"14";"Fuente la Lancha";337;783.0;16087;"14028000101";"Fuente la Lancha";337;"-5,04888706";"38,42211433";560
2078;"14";"Fuente Obejuna";4505;59138.0;124622;"14029000701";"Fuente Obejuna";2408;"-5,41923282";"38,26702154";627
2079;"14";"Fuente Palmera";9803;6538.0;102295;"14030000301";"Fuente Palmera";5750;"-5,10411463";"37,70323501";158
2080;"14";"Fuente-Tójar";676;2366.0;25724;"14031000301";"Fuente-Tójar";651;"-4,145164937";"37,50937637";600
2081;"14";"La Granjuela";432;5614.0;33430;"14032000101";"La Granjuela";417;"-5,35167331";"38,3699257";548
2082;"14";"Guadalcázar";1562;7217.0;55034;"14033000401";"Guadalcázar";1479;"-4,94537097";"37,75846258";159
2083;"14";"El Guijo";349;6727.0;44374;"14034000101";"El Guijo";336;"-4,78336513";"38,49620069";567
2084;"14";"Hinojosa del Duque";6684;53147.0;142679;"14035000101";"Hinojosa del Duque";6595;"-5,14848249";"38,50061616";548
2085;"14";"Hornachuelos";4517;90920.0;195154;"14036001001";"Hornachuelos";3277;"-5,24226581";"37,83117536";181
2086;"14";"Iznájar";4106;13680.0;61867;"14037001201";"Iznájar";1897;"-4,308217293";"37,25729642";519
2087;"14";"Lucena";42712;35205.0;98394;"14038000901";"Lucena";39396;"-4,48451348";"37,40901404";484
2088;"14";"Luque";2945;14069.0;65091;"14039000201";"Luque";2844;"-4,27765852";"37,55956888";663
2089;"14";"Montalbán de Córdoba";4517;3414.0;37832;"14040000101";"Montalbán de Córdoba";4509;"-4,74928409";"37,58273217";280
2090;"14";"Montemayor";3851;5846.0;44585;"14041000101";"Montemayor";3557;"-4,69899102";"37,64747277";384
2091;"14";"Montilla";22633;16902.0;71300;"14042000601";"Montilla";21332;"-4,640012384";"37,58629779";378
2092;"14";"Montoro";9231;58541.0;170318;"14043000701";"Montoro";8406;"-4,38130891";"38,02639376";197
2093;"14";"Monturque";1948;3253.0;32727;"14044000301";"Monturque";1781;"-4,58088184";"37,47356745";388
2094;"14";"Moriles";3721;1958.0;32630;"14045000101";"Moriles";3416;"-4,60916325";"37,43498961";375
2095;"14";"Nueva Carteya";5341;6933.0;48302;"14046000301";"Nueva Carteya";5217;"-4,46660548";"37,58553839";450
2096;"14";"Obejo";2025;21465.0;84874;"14047000301";"Obejo";429;"-4,800762534";"38,13386933";702
2097;"14";"Palenciana";1463;1613.0;20041;"14048000101";"Palenciana";1463;"-4,58251386";"37,24883679";398
2098;"14";"Palma del Río";20910;20018.0;85702;"14049000901";"Palma del Río";19963;"-5,28521754";"37,70113499";54
2099;"14";"Pedro Abad";2808;2345.0;23821;"14050000101";"Pedro Abad";2776;"-4,45502044";"37,96637631";160
2100;"14";"Pedroche";1491;12164.0;69697;"14051000101";"Pedroche";1481;"-4,76362098";"38,42795152";628
2101;"14";"Peñarroya-Pueblonuevo";10508;6487.0;51588;"14052000301";"Peñarroya-Pueblonuevo";10483;"-5,26610998";"38,29876873";538
2102;"14";"Posadas";7296;16027.0;59230;"14053000901";"Posadas";6614;"-5,10716405";"37,80042527";87
2103;"14";"Pozoblanco";17156;32991.0;150729;"14054000101";"Pozoblanco";17077;"-4,84958064";"38,37888591";649
2104;"14";"Priego de Córdoba";22251;28827.0;116135;"14055002001";"Priego de Córdoba";18585;"-4,191759";"37,43981618";649
2105;"14";"Puente Genil";29767;17105.0;67203;"14056001201";"Puente Genil";27320;"-4,77225259";"37,3883058";229
2106;"14";"La Rambla";7515;13507.0;120528;"14057000201";"La Rambla";7348;"-4,74076968";"37,60858832";326
2107;"14";"Rute";9835;13193.0;56083;"14058002201";"Rute";8392;"-4,37022684";"37,32526431";635
2108;"14";"San Sebastián de los Ballesteros";829;1050.0;29984;"14059000101";"San Sebastián de los Ballesteros";828;"-4,82514553";"37,65457388";311
2109;"14";"Santaella";4611;22579.0;76168;"14060000901";"Santaella";3345;"-4,84662658";"37,56749755";241
2110;"14";"Santa Eufemia";747;18734.0;88763;"14061000101";"Santa Eufemia";698;"-4,90500504";"38,59608265";561
2111;"14";"Torrecampo";1020;19654.0;83088;"14062000101";"Torrecampo";1008;"-4,68026045";"38,47447529";573
2112;"14";"Valenzuela";1098;1903.0;21249;"14063000101";"Valenzuela";987;"-4,21935803";"37,77497124";344
2113;"14";"Valsequillo";346;12202.0;53518;"14064000101";"Valsequillo";342;"-5,35173539";"38,40505636";578
2114;"14";"La Victoria";2336;1944.0;38891;"14065000301";"La Victoria";2199;"-4,85258274";"37,68081318";262
2115;"14";"Villa del Río";7016;2206.0;28828;"14066000101";"Villa del Río";6974;"-4,29093006";"37,98234127";166
2116;"14";"Villafranca de Córdoba";4897;5831.0;42039;"14067000101";"Villafranca de Córdoba";4628;"-4,54554878";"37,96233796";144
2117;"14";"Villaharta";640;1196.0;14907;"14068000101";"Villaharta";573;"-4,90308829";"38,1396903";579
2118;"14";"Villanueva de Córdoba";8662;42952.0;115733;"14069000101";"Villanueva de Córdoba";8592;"-4,62846311";"38,32241888";724
2119;"14";"Villanueva del Duque";1451;13754.0;87012;"14070000201";"Villanueva del Duque";1395;"-4,99945439";"38,39272715";582
2120;"14";"Villanueva del Rey";997;21579.0;71824;"14071000101";"Villanueva del Rey";966;"-5,15082199";"38,20045817";549
2121;"14";"Villaralto";1102;2417.0;22850;"14072000101";"Villaralto";1061;"-4,98422319";"38,455423";583
2122;"14";"Villaviciosa de Córdoba";3191;46874.0;114889;"14073000201";"Villaviciosa de Córdoba";2999;"-5,0146828";"38,07637233";695
2123;"14";"El Viso";2537;25435.0;138601;"14074000201";"El Viso";2495;"-4,95549169";"38,48377684";576
2124;"14";"Zuheros";634;4220.0;27291;"14075000101";"Zuheros";634;"-4,31649861";"37,54383838";654
2125;"14";"Fuente Carreteros";1133;934.0;21244;"14901000101";"Aldea de Fuente Carreteros";1105;"-5,155460537";"37,66907784";155
2126;"14";"La Guijarrosa";1365;4566.0;40126;"14902000101";"La Guijarrosa";649;"-4,86509246";"37,63648413";292
2127;"15";"Abegondo";5494;8389.0;59995;"15001011501";"San Marco";200;"-8,288771847";"43,22728106";144
2128;"15";"Ames";31993;8009.0;71312;"15002080101";"Bertamiráns";8895;"-8,650328931";"42,85945502";33
2129;"15";"Aranga";1833;11959.0;60971;"15003012301";"Ponte Aranga";7;"-8,016029386";"43,23403971";269
2130;"15";"Ares";5997;1830.0;35274;"15004010101";"Ares";4174;"-8,243659533";"43,42655903";7
2131;"15";"Arteixo";32894;9367.0;59897;"15005020101";"A Baiuca";12949;"-8,505070236";"43,30474474";31
2132;"15";"Arzúa";5964;15547.0;77864;"15006020101";"Arzúa";2800;"-8,164047253";"42,92692553";385
2133;"15";"A Baña";3389;9818.0;53224;"15007011001";"San Vicenzo";255;"-8,758002564";"42,96189751";272
2134;"15";"Bergondo";6817;3272.0;26881;"15008020401";"Carrio";183;"-8,234269997";"43,31964068";103
2135;"15";"Betanzos";13030;2421.0;32226;"15009000101";"Betanzos";10264;"-8,210831839";"43,2791139";24
2136;"15";"Boimorto";1943;8234.0;56540;"15010051801";"A Gándara";385;"-8,126833764";"43,00739615";488
2137;"15";"Boiro";18955;8657.0;64162;"15011031701";"Boiro de Arriba";8799;"-8,882717944";"42,64705741";27
2138;"15";"Boqueixón";4186;7317.0;54422;"15012010201";"O Forte";101;"-8,417213261";"42,82713129";305
2139;"15";"Brión";7957;7473.0;60473;"15013051601";"Pedrouzos";705;"-8,677478542";"42,86660388";110
2140;"15";"Cabana de Bergantiños";4185;10022.0;68948;"15014040901";"A Carballa";71;"-8,929646119";"43,21922293";21
2141;"15";"Cabanas";3359;3030.0;31531;"15015010101";"Cabanas";767;"-8,161994653";"43,4195516";73
2142;"15";"Camariñas";5224;5159.0;64739;"15016010501";"Camariñas";2445;"-9,180682514";"43,13020638";13
2143;"15";"Cambre";24616;4073.0;36356;"15017050101";"Cambre";4043;"-8,344703975";"43,29262866";64
2144;"15";"A Capela";1242;5799.0;33561;"15018042001";"As Neves";204;"-8,068805581";"43,43555177";389
2145;"15";"Carballo";31414;18608.0;88953;"15019070301";"Carballo";19202;"-8,689273431";"43,21338372";110
2146;"15";"Carnota";3854;7089.0;72068;"15020020101";"Carnota";410;"-9,087100494";"42,82092669";41
2147;"15";"Carral";6574;4802.0;48411;"15021020501";"Carral";2849;"-8,357073039";"43,22894598";147
2148;"15";"Cedeira";6650;8541.0;66300;"15022010501";"Cedeira";4370;"-8,056528275";"43,66062718";10
2149;"15";"Cee";7568;5745.0;51596;"15023030101";"Cee";3856;"-9,190236383";"42,95566461";5
2150;"15";"Cerceda";4996;11126.0;54508;"15024010801";"O Campo da Feira";1394;"-8,470884833";"43,18889063";343
2151;"15";"Cerdido";1075;5271.0;39468;"15025033201";"A Vila da Igrexa";81;"-7,952454981";"43,60743444";283
2152;"15";"Coirós";1873;3360.0;34243;"15027020401";"Coirós de Arriba";179;"-8,165334817";"43,24987713";223
2153;"15";"Corcubión";1606;651.0;15084;"15028010101";"Corcubión";1403;"-9,194320236";"42,94439229";13
2154;"15";"Coristanco";5878;14127.0;70849;"15029120801";"San Roque";524;"-8,737103814";"43,18740782";140
2155;"15";"A Coruña";245468;3783.0;51300;"15030000101";"A Coruña";212706;"-8,395501936";"43,37126587";7
2156;"15";"Culleredo";30758;6172.0;41802;"15031050501";"Tarrío";517;"-8,389336728";"43,28813923";82
2157;"15";"Curtis";4081;11669.0;61929;"15032015201";"Teixeiro";1205;"-8,035271789";"43,13913185";492
2158;"15";"Dodro";2710;3611.0;31784;"15033031001";"Tallós";103;"-8,704139339";"42,71571817";18
2159;"15";"Dumbría";2927;12519.0;67165;"15034030700";"Dumbría";15;"-9,115220511";"43,00941719";198
2160;"15";"Fene";12832;2630.0;30268;"15035021301";"Fene";1818;"-8,162579736";"43,47387001";27
2161;"15";"Ferrol";64785;8265.0;83455;"15036000101";"Ferrol";57698;"-8,233353008";"43,48451427";16
2162;"15";"Fisterra";4714;2943.0;38867;"15037030201";"Fisterra";2717;"-9,262371769";"42,90908224";21
2163;"15";"Frades";2306;8156.0;54285;"15038050101";"Cimadevila";23;"-8,292920031";"43,03532365";346
2164;"15";"Irixoa";1340;6858.0;48274;"15039041001";"O Pazo de Irixoa";41;"-8,064807436";"43,28416332";367
2165;"15";"Laxe";3004;3677.0;35444;"15040010101";"Laxe";1737;"-9,004161508";"43,21729946";13
2166;"15";"A Laracha";11521;12595.0;73002;"15041120601";"A Laracha";3441;"-8,582146156";"43,24853917";182
2167;"15";"Lousame";3235;9364.0;60658;"15042041601";"Portobravo";66;"-8,865242708";"42,78536323";39
2168;"15";"Malpica de Bergantiños";5332;6121.0;66715;"15043060401";"Malpica";1871;"-8,811051458";"43,32287624";12
2169;"15";"Mañón";1309;8220.0;86576;"15044032301";"Caión";11;"-7,705643172";"43,7362013";71
2170;"15";"Mazaricos";3806;18730.0;89880;"15045120701";"A Picota";374;"-8,990611861";"42,93644317";326
2171;"15";"Melide";7427;10130.0;64115;"15046180201";"Melide";4624;"-8,016573278";"42,91514552";456
2172;"15";"Mesía";2479;10720.0;68724;"15047021500";"A Pobra";13;"-8,238019769";"43,08023914";399
2173;"15";"Miño";6423;3297.0;37297;"15048060201";"A Carreira";2607;"-8,204914958";"43,34730034";42
2174;"15";"Moeche";1200;4849.0;35813;"15049041901";"San Ramón";137;"-8,015440303";"43,56183028";263
2175;"15";"Monfero";1908;17167.0;72807;"15050035301";"Rebordelo";28;"-8,055871064";"43,33437119";354
2176;"15";"Mugardos";5226;1277.0;23066;"15051030201";"Mugardos";2367;"-8,254980506";"43,46044467";23
2177;"15";"Muxía";4564;12118.0;80782;"15052090101";"Muxía";1462;"-9,216836117";"43,10441658";6
2178;"15";"Muros";8399;7290.0;67345;"15053040501";"Muros";1575;"-9,057648569";"42,77432429";7
2179;"15";"Narón";38913;6691.0;58433;"15054000101";"Narón";32357;"-8,192446569";"43,50114268";25
2180;"15";"Neda";5032;2446.0;29467;"15055020101";"Neda";1371;"-8,156859128";"43,50114691";19
2181;"15";"Negreira";6775;11510.0;77579;"15056000101";"Negreira";4065;"-8,736008167";"42,90978092";167
2182;"15";"Noia";14240;3720.0;48127;"15057000101";"Noia";8398;"-8,887824814";"42,78519846";13
2183;"15";"Oleiros";36922;4366.0;50355;"15058072201";"O Real";869;"-8,317119147";"43,33305084";123
2184;"15";"Ordes";12605;15722.0;80728;"15059091601";"Ordes";6164;"-8,407692908";"43,07662363";286
2185;"15";"Oroso";7530;7259.0;66166;"15060070701";"Sigüeiro";4023;"-8,441861917";"42,96877112";228
2186;"15";"Ortigueira";5485;20960.0;160989;"15061210101";"Ortigueira";1502;"-7,854611111";"43,68469444";12
2187;"15";"Outes";6150;9973.0;66763;"15062000101";"A Serra de Outes";1116;"-8,908353033";"42,84286919";13
2188;"15";"Paderne";2393;3983.0;40830;"15064030201";"O Consistorio";32;"-8,173536814";"43,28555892";160
2189;"15";"Padrón";8317;4837.0;52189;"15065050501";"Padrón";3007;"-8,6604106";"42,73732717";6
2190;"15";"O Pino";4639;13214.0;85618;"15066010801";"O Pedrouzo";955;"-8,362484344";"42,90489725";287
2191;"15";"A Pobra do Caramiñal";9291;3251.0;37278;"15067000101";"A Pobra do Caramiñal";4098;"-8,939010739";"42,60323453";8
2192;"15";"Ponteceso";5457;9196.0;72833;"15068060701";"Ponteceso";459;"-8,900697261";"43,24325308";17
2193;"15";"Pontedeume";7687;2925.0;36427;"15069070101";"Pontedeume";4380;"-8,171862778";"43,40790879";5
2194;"15";"As Pontes de García Rodríguez";10032;24937.0;98154;"15070053901";"As Pontes de García Rodríguez";8616;"-7,852924319";"43,45091414";360
2195;"15";"Porto do Son";9155;9457.0;70679;"15071081101";"Porto do Son";1973;"-9,006363639";"42,72461934";13
2196;"15";"Rianxo";11004;5879.0;46149;"15072050501";"Rianxo";3421;"-8,818353433";"42,65198057";11
2197;"15";"Ribeira";26839;6882.0;97706;"15073090801";"Santa Uxía de Ribeira";13529;"-8,993336922";"42,55491668";10
2198;"15";"Rois";4493;9292.0;53438;"15074090601";"Os Dices";89;"-8,690322783";"42,76075414";67
2199;"15";"Sada";16382;2749.0;28690;"15075060401";"Sada";8368;"-8,250528678";"43,35942224";6
2200;"15";"San Sadurniño";2812;9897.0;58725;"15076070401";"Avenida do Marqués de Figueroa";3;"-8,072793347";"43,53278518";58
2201;"15";"Santa Comba";9359;20370.0;79450;"15077141201";"Santa Cataliña de Armada";423;"-8,820120408";"43,03653809";355
2202;"15";"Santiago de Compostela";97858;22000.0;93404;"15078000101";"Santiago de Compostela";81714;"-8,546107172";"42,87999954";254
2203;"15";"Santiso";1529;6738.0;55468;"15079010100";"Agro do Chao";24;"-8,038877669";"42,84611212";363
2204;"15";"Sobrado";1778;12057.0;70426;"15080082001";"Sobrado";272;"-8,022187808";"43,04031852";508
2205;"15";"As Somozas";1076;7091.0;56167;"15081042701";"A Igrexa";215;"-7,943973281";"43,53478328";226
2206;"15";"Teo";18778;7924.0;60357;"15082040501";"A Ramallosa";724;"-8,549002886";"42,79505474";157
2207;"15";"Toques";1101;7792.0;40045;"15083021101";"Souto";28;"-7,972861119";"42,9673783";464
2208;"15";"Tordoia";3228;12455.0;80001;"15084041101";"A Pontepedra";401;"-8,552053811";"43,08839188";367
2209;"15";"Touro";3495;11534.0;84945;"15085170301";"Fonte Díaz";449;"-8,303804081";"42,86713874";318
2210;"15";"Trazo";3059;10130.0;63690;"15086031001";"Viaño Pequeno";146;"-8,517338283";"43,02662965";322
2211;"15";"Valdoviño";6872;8822.0;71911;"15087070301";"Aviño";52;"-8,143475986";"43,60685535";71
2212;"15";"Val do Dubra";3816;10863.0;48966;"15088020101";"Bembibre";1109;"-8,656218314";"43,02659978";201
2213;"15";"Vedra";5032;5277.0;50623;"15089110101";"Avenida do Mestre Manuel Gómez Lorenzo";114;"-8,482097794";"42,77661682";168
2214;"15";"Vilasantar";1219;5916.0;49231;"15090070701";"Ru";66;"-8,121643083";"43,07283144";485
2215;"15";"Vilarmaior";1219;3034.0;37004;"15091060201";"A Armada";17;"-8,130038039";"43,35476927";275
2216;"15";"Vimianzo";6925;18726.0;75028;"15092141001";"Vimianzo";1457;"-9,034413903";"43,11025393";132
2217;"15";"Zas";4384;13328.0;79109;"15093160301";"Zas";338;"-8,916118206";"43,09971961";229
2218;"15";"Cariño";3763;4719.0;46823;"15901010101";"Cariño";2615;"-7,868424967";"43,74035104";7
2219;"15";"Oza-Cesuras";5170;15162.0;77736;"15902150601";"Oza";141;"-8,186335086";"43,21492825";231
2220;"16";"Abia de la Obispalía";57;6305.0;37776;"16001000101";"Abia de la Obispalía";56;"-2,39574988";"40,01915175";1022
2221;"16";"El Acebrón";227;2211.0;30919;"16002000101";"El Acebrón";227;"-2,983357201";"39,90861797";764
2222;"16";"Alarcón";151;11995.0;108002;"16003000101";"Alarcón";143;"-2,0862032";"39,54670505";840
2223;"16";"Albaladejo del Cuende";236;5519.0;32006;"16004000101";"Albaladejo del Cuende";236;"-2,23018373";"39,80787144";915
2224;"16";"Albalate de las Nogueras";256;4010.0;25594;"16005000101";"Albalate de las Nogueras";256;"-2,27664306";"40,36623912";852
2225;"16";"Albendea";122;3819.0;30458;"16006000101";"Albendea";121;"-2,41843336";"40,48735502";831
2226;"16";"La Alberca de Záncara";1581;10062.0;41755;"16007000101";"La Alberca de Záncara";1581;"-2,49058346";"39,51323012";811
2227;"16";"Alcalá de la Vega";85;6925.0;37828;"16008000101";"Alcalá de la Vega";63;"-1,52560035";"40,02719047";1194
2228;"16";"Alcantud";48;5763.0;33089;"16009000101";"Alcantud";48;"-2,33196424";"40,54840902";843
2229;"16";"Alcázar del Rey";128;4649.0;27557;"16010000101";"Alcázar del Rey";128;"-2,80919335";"40,06337697";883
2230;"16";"Alcohujate";29;2728.0;23595;"16011000101";"Alcohujate";29;"-2,61538848";"40,41737388";810
2231;"16";"Alconchel de la Estrella";86;4294.0;26240;"16012000101";"Alconchel de la Estrella";86;"-2,57570176";"39,71896379";839
2232;"16";"Algarra";24;4191.0;35986;"16013000101";"Algarra";24;"-1,43592559";"40,00159068";1267
2233;"16";"Aliaguilla";644;10591.0;41887;"16014000101";"Aliaguilla";633;"-1,32526984";"39,74122675";1005
2234;"16";"La Almarcha";414;6435.0;53668;"16015000101";"La Almarcha";414;"-2,38281385";"39,68503932";874
2235;"16";"Almendros";234;6311.0;44083;"16016000101";"Almendros";234;"-2,884543767";"39,92077964";869
2236;"16";"Almodóvar del Pinar";383;9502.0;41017;"16017000101";"Almodóvar del Pinar";383;"-1,90192562";"39,72560852";994
2237;"16";"Almonacid del Marquesado";440;4715.0;32154;"16018000101";"Almonacid del Marquesado";440;"-2,76850729";"39,8231081";892
2238;"16";"Altarejos";200;9132.0;44839;"16019000101";"Altarejos";152;"-2,35613584";"39,91246073";883
2239;"16";"Arandilla del Arroyo";7;1947.0;19728;"16020000101";"Arandilla del Arroyo";7;"-2,38492574";"40,51035241";890
2240;"16";"Arcos de la Sierra";73;4050.0;33347;"16022000101";"Arcos de la Sierra";73;"-2,11347366";"40,34698523";1000
2241;"16";"Chillarón de Cuenca";698;3917.0;34610;"16023000201";"Chillarón de Cuenca";466;"-2,22135961";"40,10436735";914
2242;"16";"Arguisuelas";135;4961.0;40483;"16024000101";"Arguisuelas";135;"-1,82059159";"39,83199991";1044
2243;"16";"Arrancacepas";20;1855.0;19320;"16025000101";"Arrancacepas";20;"-2,35834834";"40,30419845";936
2244;"16";"Atalaya del Cañavate";103;4636.0;29168;"16026000101";"Atalaya del Cañavate";103;"-2,25299397";"39,51727862";813
2245;"16";"Barajas de Melo";1005;13683.0;72831;"16027000101";"Barajas de Melo";645;"-2,91599075";"40,12245288";701
2246;"16";"Barchín del Hoyo";94;6525.0;36305;"16029000101";"Barchín del Hoyo";94;"-2,06906402";"39,66379174";950
2247;"16";"Bascuñana de San Pedro";20;1962.0;18239;"16030000101";"Bascuñana de San Pedro";20;"-2,228454";"40,21359995";1060
2248;"16";"Beamud";38;2337.0;21694;"16031000101";"Beamud";38;"-1,82938617";"40,18615072";1334
2249;"16";"Belinchón";369;8030.0;45530;"16032000101";"Belinchón";363;"-3,057812812";"40,04859484";750
2250;"16";"Belmonte";1810;9263.0;54941;"16033000101";"Belmonte";1804;"-2,70451009";"39,55798889";756
2251;"16";"Belmontejo";143;5223.0;31309;"16034000101";"Belmontejo";143;"-2,34612338";"39,82226035";870
2252;"16";"Beteta";230;11500.0;83975;"16035000101";"Beteta";202;"-2,07558452";"40,57221703";1217
2253;"16";"Boniches";139;5302.0;32190;"16036000101";"Boniches";139;"-1,62469113";"39,9855163";1033
2254;"16";"Buciegas";32;900.0;13452;"16038000101";"Buciegas";31;"-2,461543333";"40,33588696";816
2255;"16";"Buenache de Alarcón";454;6415.0;35634;"16039000101";"Buenache de Alarcón";454;"-2,15903171";"39,65581023";821
2256;"16";"Buenache de la Sierra";105;5771.0;31095;"16040000101";"Buenache de la Sierra";78;"-2,00094068";"40,13533403";1301
2257;"16";"Buendía";410;8850.0;48284;"16041000101";"Buendía";337;"-2,757501047";"40,36647233";739
2258;"16";"Campillo de Altobuey";1246;17240.0;52333;"16042000101";"Campillo de Altobuey";1238;"-1,79608286";"39,61084466";939
2259;"16";"Campillos-Paravientos";101;5434.0;33237;"16043000101";"Campillos-Paravientos";99;"-1,54826134";"39,97431329";1177
2260;"16";"Campillos-Sierra";32;3802.0;28108;"16044000101";"Campillos-Sierra";32;"-1,69807843";"40,1001606";1253
2261;"16";"Canalejas del Arroyo";170;6094.0;34637;"16045000101";"Canalejas del Arroyo";170;"-2,494504335";"40,36922037";785
2262;"16";"Cañada del Hoyo";224;8975.0;45265;"16046000101";"Cañada del Hoyo";221;"-1,8994922";"39,97046084";1022
2263;"16";"Cañada Juncosa";241;4271.0;51639;"16047000101";"Cañada Juncosa";241;"-2,2526313";"39,54893005";807
2264;"16";"Cañamares";459;4051.0;28263;"16048000101";"Cañamares";451;"-2,23965923";"40,45314577";883
2265;"16";"El Cañavate";140;3610.0;24254;"16049000101";"El Cañavate";140;"-2,30227644";"39,54259817";792
2266;"16";"Cañaveras";236;7362.0;34917;"16050000101";"Cañaveras";236;"-2,39595473";"40,35979825";817
2267;"16";"Cañaveruelas";130;3357.0;39674;"16051000101";"Cañaveruelas";130;"-2,637528873";"40,40115006";792
2268;"16";"Cañete";766;8696.0;43410;"16052000101";"Cañete";766;"-1,6476273";"40,04109436";1074
2269;"16";"Cañizares";428;7616.0;50366;"16053000101";"Cañizares";282;"-2,19178825";"40,51919829";1063
2270;"16";"Carboneras de Guadazaón";778;10065.0;53435;"16055000101";"Carboneras de Guadazaón";774;"-1,81320516";"39,89986629";1027
2271;"16";"Cardenete";488;9750.0;46321;"16056000101";"Cardenete";458;"-1,68746513";"39,76685343";964
2272;"16";"Carrascosa";67;7146.0;41747;"16057000101";"Carrascosa";66;"-2,16375249";"40,59030324";1243
2273;"16";"Carrascosa de Haro";101;2905.0;24960;"16058000101";"Carrascosa de Haro";101;"-2,54061738";"39,59774096";790
2274;"16";"Casas de Benítez";816;4676.0;43885;"16060000201";"Casas de Benítez";799;"-2,12822918";"39,36045805";753
2275;"16";"Casas de Fernando Alonso";1147;3027.0;23389;"16061000101";"Casas de Fernando Alonso";1138;"-2,32596091";"39,35210263";727
2276;"16";"Casas de Garcimolina";29;3868.0;32691;"16062000101";"Casas de Garcimolina";29;"-1,41736787";"39,99711341";1153
2277;"16";"Casas de Guijarro";119;820.0;10984;"16063000101";"Casas de Guijarro";117;"-2,16341711";"39,34633539";753
2278;"16";"Casas de Haro";835;11087.0;46757;"16064000101";"Casas de Haro";835;"-2,27032918";"39,32344693";729
2279;"16";"Casas de los Pinos";417;6822.0;38753;"16065000101";"Casas de los Pinos";251;"-2,37064698";"39,33377344";726
2280;"16";"Casasimarro";3089;4961.0;30258;"16066000101";"Casasimarro";3082;"-2,03987145";"39,39285821";751
2281;"16";"Castejón";122;4361.0;28137;"16067000101";"Castejón";122;"-2,51848176";"40,38154522";861
2282;"16";"Castillejo de Iniesta";129;2770.0;20477;"16068000101";"Castillejo de Iniesta";129;"-1,76092683";"39,52519483";823
2283;"16";"Castillejo-Sierra";29;3036.0;29040;"16070000101";"Castillejo-Sierra";29;"-2,14057757";"40,37584776";1007
2284;"16";"Castillo-Albaráñez";20;1243.0;14155;"16071000101";"Castillo-Albaráñez";20;"-2,39286598";"40,29852896";900
